,0,1,2,3,4,5,6
0,443.0,38931.0,0,121,0,16266,8412
1,38931.0,443.0,0,35,0,62003,9918
2,443.0,38931.0,0,58,0,16086,547
3,38931.0,443.0,0,246,0,36265,28357
4,443.0,38931.0,0,80,0,40214,9
5,38931.0,443.0,0,38,0,2882,4543
6,38931.0,443.0,0,2,0,21720,29365
7,443.0,38931.0,0,86,0,4336,4589
8,38931.0,443.0,0,191,0,3831,4987
9,443.0,38931.0,0,191,0,22211,566
10,38931.0,443.0,0,32,0,56337,3736
11,443.0,38931.0,0,214,0,54209,8944
12,38931.0,443.0,0,28,0,63802,194
13,443.0,38931.0,0,6,0,26038,1185
14,443.0,38931.0,0,82,0,53315,995
15,38931.0,443.0,0,88,0,57596,4879
16,443.0,38931.0,0,71,0,948,658
17,38931.0,443.0,0,190,0,32378,2507
18,443.0,38931.0,0,106,0,46587,3127
19,38931.0,443.0,0,183,0,43562,388
20,443.0,38931.0,0,242,0,28920,13498
21,38931.0,443.0,0,182,0,49008,15639
22,443.0,38931.0,0,31,0,34297,126
23,38931.0,443.0,0,223,0,8826,25696
24,443.0,38931.0,0,218,0,40286,344
25,38931.0,443.0,0,186,0,63951,7111
26,443.0,38931.0,0,31,0,48961,6
27,38931.0,443.0,0,225,0,55328,15121
28,443.0,38931.0,0,115,0,24027,6580
29,38931.0,443.0,0,199,0,1644,6258
30,443.0,38931.0,0,30,0,20793,3558
31,38931.0,443.0,0,154,0,18545,5122
32,443.0,38931.0,0,132,0,53493,1598
33,38931.0,443.0,0,232,0,46281,3483
34,443.0,38931.0,0,85,0,2104,185
35,38931.0,443.0,0,175,0,54807,2175
36,38931.0,443.0,0,164,0,23021,11845
37,443.0,38931.0,0,90,0,15768,4128
38,443.0,38931.0,0,100,0,24934,578
39,38931.0,443.0,0,26,0,47350,4984
40,38931.0,443.0,0,170,0,46177,5696
41,443.0,38931.0,0,90,0,10693,569
42,38931.0,443.0,0,112,0,32047,5290
43,443.0,38931.0,0,212,0,34897,3966
44,38931.0,443.0,0,43,0,28136,5197
45,443.0,38931.0,0,82,0,27845,61
46,38931.0,443.0,0,34,0,14764,11449
47,443.0,38931.0,0,54,0,32324,4286
