,0,1,2,3,4,5,6,7,8,9
0,132.0,67.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,67.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
3,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,132.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
7,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,132.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,132.0,67.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,132.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
11,132.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,132.0
12,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
13,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,132.0,67.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
15,132.0,132.0,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0
16,132.0,132.0,67.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
17,132.0,132.0,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0
18,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
19,132.0,132.0,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0
20,132.0,132.0,132.0,132.0,132.0,132.0,132.0,0.0,0.0,0.0
21,132.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,132.0,132.0,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0
23,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
24,132.0,132.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,132.0,67.0,67.0,168.0,168.0,55.0,67.0,168.0,177.0,160.0
28,132.0,182.0,13.0,67.0,132.0,67.0,132.0,182.0,13.0,67.0
29,177.0,83.0,168.0,95.0,67.0,67.0,168.0,91.0,132.0,67.0
30,132.0,67.0,182.0,13.0,67.0,67.0,67.0,0.0,0.0,0.0
31,67.0,168.0,168.0,168.0,15.0,67.0,67.0,132.0,67.0,67.0
32,67.0,67.0,67.0,182.0,13.0,67.0,67.0,67.0,67.0,67.0
33,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,67.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,67.0,168.0,95.0,132.0,132.0,67.0,132.0,0.0,0.0,0.0
36,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,67.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,67.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,132.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
40,67.0,67.0,168.0,168.0,58.0,67.0,67.0,67.0,67.0,67.0
41,67.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,67.0,168.0,159.0,67.0,168.0,168.0,55.0,67.0,132.0,0.0
43,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
44,67.0,132.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
45,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,132.0,67.0,168.0,27.0,67.0,132.0,67.0,67.0,168.0,159.0
48,67.0,67.0,132.0,132.0,67.0,67.0,132.0,67.0,67.0,67.0
49,177.0,18.0,67.0,132.0,67.0,132.0,67.0,67.0,168.0,91.0
50,132.0,67.0,132.0,67.0,67.0,132.0,132.0,132.0,182.0,78.0
51,67.0,168.0,168.0,168.0,150.0,168.0,91.0,67.0,132.0,67.0
52,67.0,67.0,67.0,67.0,132.0,132.0,67.0,132.0,132.0,67.0
53,67.0,168.0,159.0,132.0,177.0,83.0,132.0,132.0,132.0,132.0
54,67.0,132.0,67.0,67.0,182.0,182.0,24.0,182.0,78.0,67.0
55,67.0,168.0,168.0,130.0,168.0,91.0,67.0,168.0,91.0,132.0
56,67.0,168.0,163.0,177.0,83.0,135.0,177.0,83.0,132.0,67.0
57,67.0,132.0,67.0,132.0,67.0,132.0,132.0,182.0,13.0,67.0
58,67.0,168.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,182.0,81.0,67.0,67.0,67.0,67.0,67.0,132.0,67.0,132.0
60,67.0,168.0,159.0,177.0,18.0,67.0,67.0,168.0,168.0,119.0
61,67.0,135.0,168.0,168.0,119.0,67.0,177.0,18.0,67.0,132.0
62,132.0,132.0,67.0,132.0,67.0,132.0,132.0,132.0,182.0,13.0
63,67.0,177.0,83.0,132.0,67.0,168.0,31.0,67.0,67.0,168.0
64,132.0,132.0,132.0,182.0,78.0,67.0,182.0,13.0,67.0,67.0
65,67.0,132.0,132.0,67.0,67.0,67.0,182.0,13.0,67.0,132.0
66,67.0,132.0,67.0,67.0,67.0,168.0,168.0,168.0,18.0,177.0
67,67.0,67.0,168.0,159.0,168.0,168.0,168.0,15.0,168.0,95.0
68,67.0,182.0,78.0,67.0,132.0,132.0,182.0,13.0,182.0,13.0
69,67.0,67.0,168.0,95.0,177.0,83.0,168.0,102.0,67.0,168.0
70,67.0,182.0,142.0,67.0,67.0,132.0,67.0,132.0,182.0,142.0
71,132.0,67.0,132.0,67.0,67.0,182.0,13.0,67.0,182.0,142.0
72,168.0,34.0,67.0,168.0,91.0,67.0,67.0,168.0,159.0,168.0
73,132.0,67.0,67.0,182.0,142.0,67.0,67.0,67.0,67.0,67.0
74,67.0,168.0,91.0,67.0,168.0,91.0,67.0,177.0,83.0,168.0
75,132.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,182.0
76,67.0,67.0,168.0,91.0,67.0,67.0,168.0,177.0,107.0,67.0
77,67.0,67.0,168.0,91.0,67.0,168.0,91.0,67.0,168.0,168.0
78,81.0,67.0,132.0,67.0,67.0,182.0,13.0,67.0,132.0,132.0
79,67.0,67.0,67.0,67.0,168.0,102.0,67.0,67.0,177.0,83.0
80,67.0,132.0,67.0,67.0,67.0,132.0,132.0,132.0,67.0,0.0
81,67.0,132.0,67.0,132.0,182.0,81.0,67.0,67.0,182.0,78.0
82,67.0,67.0,177.0,83.0,67.0,168.0,91.0,67.0,67.0,168.0
83,67.0,132.0,182.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
84,67.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0
85,182.0,13.0,182.0,182.0,147.0,0.0,0.0,0.0,0.0,0.0
86,67.0,67.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0
87,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,182.0,83.0,67.0,182.0,182.0,147.0,72.0,182.0,142.0,0.0
89,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
90,182.0,182.0,147.0,182.0,182.0,93.0,0.0,0.0,0.0,0.0
91,67.0,67.0,67.0,67.0,135.0,67.0,67.0,67.0,0.0,0.0
92,182.0,182.0,24.0,182.0,182.0,147.0,72.0,182.0,182.0,147.0
93,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,182.0,182.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
96,182.0,182.0,147.0,142.0,132.0,67.0,132.0,67.0,67.0,67.0
97,67.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0
98,147.0,182.0,182.0,93.0,182.0,182.0,147.0,182.0,18.0,132.0
99,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,0.0
100,182.0,83.0,182.0,182.0,147.0,182.0,147.0,182.0,182.0,0.0
101,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
102,67.0,135.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0
103,147.0,182.0,182.0,29.0,182.0,182.0,147.0,182.0,182.0,93.0
104,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,0.0
105,182.0,182.0,147.0,13.0,182.0,182.0,147.0,0.0,0.0,0.0
106,67.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0
107,182.0,182.0,147.0,77.0,182.0,182.0,147.0,182.0,182.0,147.0
108,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
109,67.0,67.0,67.0,67.0,67.0,135.0,67.0,67.0,67.0,67.0
110,147.0,182.0,182.0,147.0,182.0,152.0,182.0,182.0,147.0,182.0
111,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
112,182.0,182.0,147.0,182.0,182.0,34.0,182.0,182.0,147.0,182.0
113,182.0,182.0,147.0,182.0,182.0,147.0,82.0,182.0,182.0,147.0
114,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
115,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,67.0,67.0,67.0,177.0,177.0,146.0,87.0,67.0,67.0,67.0
119,182.0,13.0,132.0,67.0,132.0,67.0,67.0,132.0,182.0,78.0
120,67.0,182.0,13.0,182.0,13.0,182.0,13.0,182.0,13.0,132.0
121,67.0,67.0,167.0,100.0,67.0,167.0,177.0,157.0,30.0,67.0
122,132.0,67.0,182.0,13.0,67.0,182.0,78.0,182.0,13.0,182.0
123,67.0,67.0,67.0,167.0,32.0,67.0,67.0,67.0,167.0,32.0
124,67.0,67.0,167.0,32.0,177.0,57.0,29.0,67.0,67.0,67.0
125,182.0,78.0,182.0,13.0,67.0,182.0,13.0,182.0,13.0,132.0
126,67.0,67.0,167.0,32.0,67.0,67.0,67.0,67.0,67.0,67.0
127,182.0,13.0,182.0,13.0,132.0,67.0,67.0,67.0,182.0,13.0
128,67.0,67.0,167.0,164.0,67.0,135.0,67.0,132.0,67.0,167.0
129,132.0,67.0,67.0,67.0,182.0,13.0,182.0,13.0,182.0,13.0
130,67.0,67.0,167.0,32.0,67.0,67.0,132.0,67.0,167.0,32.0
131,182.0,13.0,67.0,67.0,182.0,13.0,182.0,13.0,67.0,67.0
132,67.0,67.0,67.0,177.0,57.0,97.0,67.0,67.0,167.0,32.0
133,67.0,132.0,182.0,13.0,132.0,67.0,182.0,13.0,182.0,13.0
134,67.0,132.0,67.0,67.0,67.0,67.0,132.0,67.0,67.0,132.0
135,182.0,13.0,67.0,132.0,67.0,67.0,67.0,67.0,67.0,67.0
136,67.0,67.0,67.0,67.0,67.0,132.0,67.0,67.0,167.0,32.0
137,67.0,67.0,67.0,167.0,32.0,0.0,0.0,0.0,0.0,0.0
138,182.0,13.0,132.0,182.0,78.0,67.0,67.0,67.0,0.0,0.0
139,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,67.0,67.0,67.0,167.0,29.0,67.0,67.0,67.0,67.0,67.0
141,67.0,67.0,182.0,13.0,182.0,13.0,182.0,13.0,67.0,132.0
142,167.0,32.0,177.0,57.0,29.0,67.0,67.0,67.0,67.0,67.0
143,182.0,13.0,67.0,182.0,13.0,182.0,142.0,182.0,13.0,182.0
144,67.0,67.0,132.0,67.0,67.0,67.0,132.0,67.0,67.0,132.0
145,182.0,13.0,132.0,67.0,67.0,182.0,13.0,182.0,13.0,132.0
146,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,167.0,100.0
151,67.0,67.0,67.0,182.0,182.0,24.0,67.0,67.0,67.0,67.0
152,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
